approach_name,simulator_variant,batch_count,batch_size,num_training_sims,epochs,training_seed,network_seed,epoch,loss,mean/inference_mean,quantiles/inference_quantiles
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,92,0.12198672443628311,0.13666263222694397,0.10731081664562225
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,93,0.12148579955101013,0.13578665256500244,0.10718493908643723
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,94,0.12085457891225815,0.13493236899375916,0.10677678883075714
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,95,0.11957035213708878,0.13411037623882294,0.10503032803535461
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,96,0.11917436122894287,0.13325175642967224,0.1050969734787941
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,97,0.11907464265823364,0.13238364458084106,0.10576563328504562
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,98,0.11792059242725372,0.13156335055828094,0.1042778268456459
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,99,0.11709494888782501,0.13071389496326447,0.10347599536180496
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,100,0.11666158586740494,0.12991735339164734,0.10340581834316254
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,101,0.11583855748176575,0.12908825278282166,0.10258886963129044
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,102,0.11517827212810516,0.1282680481672287,0.10208848863840103
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,103,0.11439254879951477,0.12746089696884155,0.10132419317960739
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,104,0.11364583671092987,0.12665413320064545,0.1006375402212143
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,105,0.11271077394485474,0.1258579045534134,0.09956364333629608
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,106,0.11211833357810974,0.12505605816841125,0.09918060898780823
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,107,0.1113676056265831,0.12423963844776154,0.09849557280540466
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,108,0.1108073890209198,0.12346569448709488,0.09814909100532532
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,109,0.11006511747837067,0.12270201742649078,0.09742822498083115
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,110,0.10933153331279755,0.12192298471927643,0.09674007445573807
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,111,0.10892269015312195,0.12115517258644104,0.09669021517038345
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,112,0.10812300443649292,0.12038841843605042,0.09585758298635483
